day,hour,overallAQI,status
100,20,95,Moderate
100,21,62,Moderate
100,22,98,Moderate
100,23,70,Moderate
101,0,91,Moderate
101,1,119,Unhealthy
101,2,77,Moderate
101,3,119,Unhealthy
101,4,84,Moderate
101,5,79,Moderate
101,6,63,Moderate
101,7,68,Moderate
101,8,95,Moderate
101,9,90,Moderate
101,10,60,Moderate
101,11,52,Moderate
101,12,68,Moderate
101,13,125,Unhealthy
101,14,57,Moderate
101,15,61,Moderate
101,16,97,Moderate
101,17,80,Moderate
101,18,89,Moderate
101,19,89,Moderate
101,20,89,Moderate
101,21,77,Moderate
101,22,88,Moderate
101,23,108,Unhealthy
102,0,114,Unhealthy
102,1,124,Unhealthy
102,2,78,Moderate
102,3,87,Moderate
102,4,118,Unhealthy
102,5,82,Moderate
102,6,96,Moderate
102,7,113,Unhealthy
102,8,69,Moderate
102,9,117,Unhealthy
102,10,96,Moderate
102,11,88,Moderate
102,12,97,Moderate
102,13,97,Moderate
102,14,65,Moderate
102,15,101,Unhealthy
102,16,71,Moderate
102,17,115,Unhealthy
102,18,107,Unhealthy
102,19,110,Unhealthy
102,20,108,Unhealthy
102,21,60,Moderate
102,22,82,Moderate
102,23,63,Moderate
103,0,72,Moderate
103,1,124,Unhealthy
103,2,77,Moderate
103,3,65,Moderate
103,4,78,Moderate
103,5,125,Unhealthy
103,6,78,Moderate
103,7,117,Unhealthy
103,8,98,Moderate
103,9,88,Moderate
103,10,89,Moderate
103,11,85,Moderate
103,12,127,Unhealthy
103,13,105,Unhealthy
103,14,107,Unhealthy
103,15,127,Unhealthy
103,16,111,Unhealthy
103,17,81,Moderate
103,18,67,Moderate
103,19,102,Unhealthy
103,20,123,Unhealthy
103,21,111,Unhealthy
103,22,59,Moderate
103,23,100,Moderate
104,0,97,Moderate
104,1,109,Unhealthy
104,2,117,Unhealthy
104,3,97,Moderate
104,4,88,Moderate
104,5,58,Moderate
104,6,57,Moderate
104,7,83,Moderate
104,8,52,Moderate
104,9,130,Unhealthy
104,10,130,Unhealthy
104,11,129,Unhealthy
104,12,50,Good
104,13,105,Unhealthy
104,14,90,Moderate
104,15,113,Unhealthy
104,16,114,Unhealthy
104,17,71,Moderate
104,18,90,Moderate
104,19,111,Unhealthy
104,20,115,Unhealthy
104,21,127,Unhealthy
104,22,57,Moderate
104,23,120,Unhealthy
105,0,104,Unhealthy
105,1,70,Moderate
105,2,59,Moderate
105,3,115,Unhealthy
105,4,67,Moderate
105,5,72,Moderate
105,6,68,Moderate
105,7,99,Moderate
105,8,113,Unhealthy
105,9,51,Moderate
105,10,57,Moderate
105,11,61,Moderate
105,12,113,Unhealthy
105,13,110,Unhealthy
105,14,53,Moderate
105,15,113,Unhealthy
105,16,130,Unhealthy
105,17,90,Moderate
105,18,64,Moderate
105,19,120,Unhealthy
105,20,129,Unhealthy
105,21,126,Unhealthy
105,22,108,Unhealthy
105,23,81,Moderate
106,0,104,Unhealthy
106,1,91,Moderate
106,2,116,Unhealthy
106,3,116,Unhealthy
106,4,62,Moderate
106,5,64,Moderate
106,6,67,Moderate
106,7,111,Unhealthy
106,8,115,Unhealthy
106,9,54,Moderate
106,10,83,Moderate
106,11,113,Unhealthy
106,12,62,Moderate
106,13,51,Moderate
106,14,73,Moderate
106,15,128,Unhealthy
106,16,101,Unhealthy
106,17,109,Unhealthy
106,18,88,Moderate
106,19,101,Unhealthy
106,20,128,Unhealthy
106,21,128,Unhealthy
106,22,56,Moderate
106,23,65,Moderate
107,0,69,Moderate
107,1,122,Unhealthy
107,2,103,Unhealthy
107,3,91,Moderate
107,4,105,Unhealthy
107,5,54,Moderate
107,6,127,Unhealthy
107,7,127,Unhealthy
107,8,55,Moderate
107,9,89,Moderate
107,10,86,Moderate
107,11,98,Moderate
107,12,89,Moderate
107,13,83,Moderate
107,14,81,Moderate
107,15,76,Moderate
107,16,63,Moderate
107,17,51,Moderate
107,18,110,Unhealthy
107,19,55,Moderate
107,20,87,Moderate
107,21,86,Moderate
107,22,105,Unhealthy
107,23,127,Unhealthy
108,0,92,Moderate
108,1,130,Unhealthy
108,2,56,Moderate
108,3,58,Moderate
108,4,86,Moderate
108,5,73,Moderate
108,6,117,Unhealthy
108,7,82,Moderate
108,8,127,Unhealthy
108,9,60,Moderate
108,10,83,Moderate
108,11,130,Unhealthy
108,12,118,Unhealthy
108,13,60,Moderate
108,14,97,Moderate
108,15,96,Moderate
108,16,54,Moderate
108,17,129,Unhealthy
108,18,63,Moderate
108,19,121,Unhealthy
108,20,116,Unhealthy
108,21,115,Unhealthy
108,22,123,Unhealthy
108,23,108,Unhealthy
109,0,93,Moderate
109,1,65,Moderate
109,2,89,Moderate
109,3,88,Moderate
109,4,111,Unhealthy
109,5,91,Moderate
109,6,77,Moderate
109,7,110,Unhealthy
109,8,128,Unhealthy
109,9,130,Unhealthy
109,10,95,Moderate
109,11,105,Unhealthy
109,12,110,Unhealthy
109,13,60,Moderate
109,14,91,Moderate
109,15,102,Unhealthy
109,16,73,Moderate
109,17,84,Moderate
109,18,127,Unhealthy
109,19,125,Unhealthy
109,20,112,Unhealthy
109,21,50,Good
109,22,108,Unhealthy
109,23,71,Moderate
110,0,85,Moderate
110,1,113,Unhealthy
110,2,102,Unhealthy
110,3,59,Moderate
110,4,115,Unhealthy
110,5,124,Unhealthy
110,6,81,Moderate
110,7,71,Moderate
110,8,97,Moderate
110,9,73,Moderate
110,10,82,Moderate
110,11,55,Moderate
110,12,66,Moderate
110,13,90,Moderate
110,14,77,Moderate
110,15,109,Unhealthy
110,16,88,Moderate
110,17,85,Moderate
110,18,66,Moderate
110,19,57,Moderate
110,20,95,Moderate
110,21,60,Moderate
110,22,67,Moderate
110,23,70,Moderate
111,0,57,Moderate
111,1,88,Moderate
111,2,108,Unhealthy
111,3,56,Moderate
111,4,83,Moderate
111,5,97,Moderate
111,6,127,Unhealthy
111,7,113,Unhealthy
111,8,61,Moderate
111,9,95,Moderate
111,10,69,Moderate
111,11,107,Unhealthy
111,12,65,Moderate
111,13,118,Unhealthy
111,14,90,Moderate
111,15,108,Unhealthy
111,16,71,Moderate
111,17,97,Moderate
111,18,66,Moderate
111,19,72,Moderate
111,20,69,Moderate
111,21,63,Moderate
111,22,79,Moderate
111,23,52,Moderate
112,0,128,Unhealthy
112,1,90,Moderate
112,2,56,Moderate
112,3,72,Moderate
112,4,79,Moderate
112,5,78,Moderate
112,6,93,Moderate
112,7,112,Unhealthy
112,8,104,Unhealthy
112,9,129,Unhealthy
112,10,79,Moderate
112,11,122,Unhealthy
112,12,82,Moderate
112,13,100,Moderate
112,14,69,Moderate
112,15,68,Moderate
112,16,110,Unhealthy
112,17,127,Unhealthy
112,18,75,Moderate
112,19,112,Unhealthy
112,20,84,Moderate
112,21,121,Unhealthy
112,22,67,Moderate
112,23,74,Moderate
113,0,56,Moderate
113,1,104,Unhealthy
113,2,92,Moderate
113,3,92,Moderate
113,4,108,Unhealthy
113,5,94,Moderate
113,6,87,Moderate
113,7,59,Moderate
113,8,90,Moderate
113,9,100,Moderate
113,10,60,Moderate
113,11,79,Moderate
113,12,91,Moderate
113,13,59,Moderate
113,14,56,Moderate
113,15,98,Moderate
113,16,117,Unhealthy
113,17,89,Moderate
113,18,67,Moderate
113,19,100,Moderate
113,20,96,Moderate
113,21,55,Moderate
113,22,103,Unhealthy
113,23,114,Unhealthy
114,0,58,Moderate
114,1,110,Unhealthy
114,2,104,Unhealthy
114,3,63,Moderate
114,4,56,Moderate
114,5,52,Moderate
114,6,130,Unhealthy
114,7,59,Moderate
114,8,103,Unhealthy
114,9,101,Unhealthy
114,10,85,Moderate
114,11,83,Moderate
114,12,74,Moderate
114,13,71,Moderate
114,14,106,Unhealthy
114,15,57,Moderate
114,16,81,Moderate
114,17,83,Moderate
114,18,54,Moderate
114,19,51,Moderate
114,20,119,Unhealthy
114,21,92,Moderate
114,22,63,Moderate
114,23,63,Moderate
115,0,122,Unhealthy
115,1,128,Unhealthy
115,2,124,Unhealthy
115,3,87,Moderate
115,4,111,Unhealthy
115,5,87,Moderate
115,6,60,Moderate
115,7,53,Moderate
115,8,66,Moderate
115,9,125,Unhealthy
115,10,117,Unhealthy
115,11,120,Unhealthy
115,12,95,Moderate
115,13,57,Moderate
115,14,51,Moderate
115,15,102,Unhealthy
115,16,113,Unhealthy
115,17,59,Moderate
115,18,109,Unhealthy
115,19,73,Moderate
115,20,68,Moderate
115,21,76,Moderate
115,22,57,Moderate
115,23,105,Unhealthy
116,0,91,Moderate
116,1,67,Moderate
116,2,125,Unhealthy
116,3,78,Moderate
116,4,130,Unhealthy
116,5,98,Moderate
116,6,115,Unhealthy
116,7,91,Moderate
116,8,95,Moderate
116,9,129,Unhealthy
116,10,104,Unhealthy
116,11,128,Unhealthy
116,12,64,Moderate
116,13,68,Moderate
116,14,125,Unhealthy
116,15,128,Unhealthy
116,16,103,Unhealthy
116,17,83,Moderate
116,18,67,Moderate
116,19,103,Unhealthy
116,20,58,Moderate
116,21,130,Unhealthy
116,22,94,Moderate
116,23,71,Moderate
117,0,109,Unhealthy
117,1,83,Moderate
117,2,64,Moderate
117,3,53,Moderate
117,4,95,Moderate
117,5,73,Moderate
117,6,84,Moderate
117,7,110,Unhealthy
117,8,50,Good
117,9,59,Moderate
117,10,109,Unhealthy
117,11,122,Unhealthy
117,12,120,Unhealthy
117,13,73,Moderate
117,14,59,Moderate
117,15,65,Moderate
117,16,97,Moderate
117,17,106,Unhealthy
117,18,112,Unhealthy
117,19,94,Moderate
117,20,111,Unhealthy
117,21,112,Unhealthy
117,22,113,Unhealthy
117,23,95,Moderate
118,0,63,Moderate
118,1,70,Moderate
118,2,125,Unhealthy
118,3,53,Moderate
118,4,123,Unhealthy
118,5,118,Unhealthy
118,6,89,Moderate
118,7,78,Moderate
118,8,117,Unhealthy
118,9,129,Unhealthy
118,10,74,Moderate
118,11,99,Moderate
118,12,58,Moderate
118,13,124,Unhealthy
118,14,56,Moderate
118,15,118,Unhealthy
118,16,130,Unhealthy
118,17,106,Unhealthy
118,18,70,Moderate
118,19,64,Moderate
118,20,95,Moderate
118,21,118,Unhealthy
118,22,80,Moderate
118,23,81,Moderate
119,0,103,Unhealthy
119,1,125,Unhealthy
119,2,65,Moderate
119,3,79,Moderate
119,4,54,Moderate
119,5,74,Moderate
119,6,107,Unhealthy
119,7,88,Moderate
119,8,74,Moderate
119,9,98,Moderate
119,10,58,Moderate
119,11,90,Moderate
119,12,122,Unhealthy
119,13,123,Unhealthy
119,14,130,Unhealthy
119,15,94,Moderate
119,16,56,Moderate
119,17,60,Moderate
119,18,106,Unhealthy
119,19,62,Moderate
119,20,129,Unhealthy
119,21,128,Unhealthy
119,22,51,Moderate
119,23,98,Moderate
120,0,70,Moderate
120,1,74,Moderate
120,2,100,Moderate
120,3,68,Moderate
120,4,54,Moderate
120,5,83,Moderate
120,6,61,Moderate
120,7,117,Unhealthy
120,8,52,Moderate
120,9,68,Moderate
120,10,92,Moderate
120,11,76,Moderate
120,12,92,Moderate
120,13,54,Moderate
120,14,63,Moderate
120,15,62,Moderate
120,16,60,Moderate
120,17,78,Moderate
120,18,94,Moderate
120,19,72,Moderate
120,20,82,Moderate
120,21,86,Moderate
120,22,119,Unhealthy
120,23,98,Moderate
121,0,104,Unhealthy
121,1,99,Moderate
121,2,68,Moderate
121,3,81,Moderate
121,4,120,Unhealthy
121,5,121,Unhealthy
121,6,61,Moderate
121,7,100,Moderate
121,8,124,Unhealthy
121,9,84,Moderate
121,10,115,Unhealthy
121,11,62,Moderate
121,12,116,Unhealthy
121,13,103,Unhealthy
121,14,130,Unhealthy
121,15,80,Moderate
121,16,50,Good
121,17,107,Unhealthy
121,18,83,Moderate
121,19,58,Moderate
121,20,99,Moderate
121,21,50,Good
121,22,77,Moderate
121,23,88,Moderate
122,0,124,Unhealthy
122,1,130,Unhealthy
122,2,127,Unhealthy
122,3,111,Unhealthy
122,4,73,Moderate
122,5,111,Unhealthy
122,6,106,Unhealthy
122,7,61,Moderate
122,8,57,Moderate
122,9,102,Unhealthy
122,10,69,Moderate
122,11,101,Unhealthy
122,12,98,Moderate
122,13,78,Moderate
122,14,61,Moderate
122,15,118,Unhealthy
122,16,116,Unhealthy
122,17,70,Moderate
122,18,86,Moderate
122,19,100,Moderate
122,20,110,Unhealthy
122,21,94,Moderate
122,22,97,Moderate
122,23,59,Moderate
123,0,104,Unhealthy
123,1,107,Unhealthy
123,2,63,Moderate
123,3,82,Moderate
123,4,121,Unhealthy
123,5,53,Moderate
123,6,54,Moderate
123,7,87,Moderate
123,8,116,Unhealthy
123,9,71,Moderate
123,10,82,Moderate
123,11,121,Unhealthy
123,12,96,Moderate
123,13,85,Moderate
123,14,97,Moderate
123,15,106,Unhealthy
123,16,127,Unhealthy
123,17,73,Moderate
123,18,71,Moderate
123,19,76,Moderate
123,20,130,Unhealthy
123,21,71,Moderate
123,22,89,Moderate
123,23,63,Moderate
124,0,83,Moderate
124,1,101,Unhealthy
124,2,62,Moderate
124,3,117,Unhealthy
124,4,87,Moderate
124,5,111,Unhealthy
124,6,125,Unhealthy
124,7,52,Moderate
124,8,52,Moderate
124,9,104,Unhealthy
124,10,117,Unhealthy
124,11,124,Unhealthy
124,12,85,Moderate
124,13,126,Unhealthy
124,14,116,Unhealthy
124,15,76,Moderate
124,16,121,Unhealthy
124,17,116,Unhealthy
124,18,80,Moderate
124,19,74,Moderate
124,20,89,Moderate
124,21,99,Moderate
124,22,106,Unhealthy
124,23,52,Moderate
125,0,93,Moderate
125,1,98,Moderate
125,2,128,Unhealthy
125,3,116,Unhealthy
125,4,121,Unhealthy
125,5,97,Moderate
125,6,126,Unhealthy
125,7,113,Unhealthy
125,8,105,Unhealthy
125,9,85,Moderate
125,10,121,Unhealthy
125,11,74,Moderate
125,12,60,Moderate
125,13,109,Unhealthy
125,14,82,Moderate
125,15,63,Moderate
125,16,117,Unhealthy
125,17,112,Unhealthy
125,18,103,Unhealthy
125,19,54,Moderate
125,20,98,Moderate
125,21,100,Moderate
125,22,52,Moderate
125,23,117,Unhealthy
126,0,85,Moderate
126,1,66,Moderate
126,2,73,Moderate
126,3,85,Moderate
126,4,67,Moderate
126,5,106,Unhealthy
126,6,68,Moderate
126,7,112,Unhealthy
126,8,102,Unhealthy
126,9,57,Moderate
126,10,99,Moderate
126,11,124,Unhealthy
126,12,54,Moderate
126,13,84,Moderate
126,14,54,Moderate
126,15,53,Moderate
126,16,123,Unhealthy
126,17,127,Unhealthy
126,18,116,Unhealthy
126,19,87,Moderate
126,20,92,Moderate
126,21,58,Moderate
126,22,68,Moderate
126,23,72,Moderate
127,0,130,Unhealthy
127,1,90,Moderate
127,2,76,Moderate
127,3,52,Moderate
127,4,69,Moderate
127,5,98,Moderate
127,6,94,Moderate
127,7,116,Unhealthy
127,8,110,Unhealthy
127,9,105,Unhealthy
127,10,54,Moderate
127,11,109,Unhealthy
127,12,87,Moderate
127,13,83,Moderate
127,14,119,Unhealthy
127,15,54,Moderate
127,16,58,Moderate
127,17,92,Moderate
127,18,110,Unhealthy
127,19,60,Moderate
127,20,79,Moderate
127,21,129,Unhealthy
127,22,52,Moderate
127,23,120,Unhealthy
128,0,127,Unhealthy
128,1,71,Moderate
128,2,86,Moderate
128,3,105,Unhealthy
128,4,125,Unhealthy
128,5,122,Unhealthy
128,6,63,Moderate
128,7,103,Unhealthy
128,8,90,Moderate
128,9,111,Unhealthy
128,10,123,Unhealthy
128,11,95,Moderate
128,12,122,Unhealthy
128,13,112,Unhealthy
128,14,57,Moderate
128,15,108,Unhealthy
128,16,125,Unhealthy
128,17,90,Moderate
128,18,72,Moderate
128,19,99,Moderate
128,20,124,Unhealthy
128,21,64,Moderate
128,22,94,Moderate
128,23,83,Moderate
129,0,103,Unhealthy
129,1,113,Unhealthy
129,2,67,Moderate
129,3,121,Unhealthy
129,4,125,Unhealthy
129,5,76,Moderate
129,6,64,Moderate
129,7,50,Good
129,8,66,Moderate
129,9,118,Unhealthy
129,10,59,Moderate
129,11,124,Unhealthy
129,12,129,Unhealthy
129,13,64,Moderate
129,14,100,Moderate
129,15,81,Moderate
129,16,83,Moderate
129,17,67,Moderate
129,18,89,Moderate
129,19,117,Unhealthy
129,20,108,Unhealthy
129,21,122,Unhealthy
129,22,79,Moderate
129,23,118,Unhealthy
130,0,93,Moderate
130,1,122,Unhealthy
130,2,109,Unhealthy
130,3,91,Moderate
130,4,76,Moderate
130,5,99,Moderate
130,6,111,Unhealthy
130,7,88,Moderate
130,8,123,Unhealthy
130,9,114,Unhealthy
130,10,58,Moderate
130,11,68,Moderate
130,12,105,Unhealthy
130,13,129,Unhealthy
130,14,106,Unhealthy
130,15,87,Moderate
130,16,76,Moderate
130,17,111,Unhealthy
130,18,60,Moderate
130,19,73,Moderate
130,20,66,Moderate
130,21,84,Moderate
130,22,130,Unhealthy
130,23,94,Moderate
131,0,93,Moderate
131,1,62,Moderate
131,2,123,Unhealthy
131,3,53,Moderate
131,4,86,Moderate
131,5,56,Moderate
131,6,51,Moderate
131,7,74,Moderate
131,8,75,Moderate
131,9,96,Moderate
131,10,50,Good
131,11,77,Moderate
131,12,73,Moderate
131,13,112,Unhealthy
131,14,99,Moderate
131,15,94,Moderate
131,16,124,Unhealthy
131,17,80,Moderate
131,18,78,Moderate
131,19,126,Unhealthy
131,20,57,Moderate
131,21,109,Unhealthy
131,22,113,Unhealthy
131,23,84,Moderate
132,0,82,Moderate
132,1,80,Moderate
132,2,74,Moderate
132,3,114,Unhealthy
132,4,79,Moderate
132,5,101,Unhealthy
132,6,97,Moderate
132,7,112,Unhealthy
132,8,82,Moderate
132,9,122,Unhealthy
132,10,126,Unhealthy
132,11,123,Unhealthy
132,12,67,Moderate
132,13,81,Moderate
132,14,65,Moderate
132,15,52,Moderate
132,16,103,Unhealthy
132,17,110,Unhealthy
132,18,59,Moderate
132,19,130,Unhealthy
132,20,71,Moderate
132,21,86,Moderate
132,22,80,Moderate
132,23,72,Moderate
133,0,75,Moderate
133,1,87,Moderate
133,2,103,Unhealthy
133,3,128,Unhealthy
133,4,98,Moderate
133,5,80,Moderate
133,6,129,Unhealthy
133,7,62,Moderate
133,8,112,Unhealthy
133,9,51,Moderate
133,10,73,Moderate
133,11,99,Moderate
133,12,72,Moderate
133,13,77,Moderate
133,14,95,Moderate
133,15,82,Moderate
133,16,99,Moderate
133,17,107,Unhealthy
133,18,97,Moderate
133,19,98,Moderate
133,20,97,Moderate
133,21,85,Moderate
133,22,62,Moderate
133,23,95,Moderate
134,0,104,Unhealthy
134,1,50,Good
134,2,111,Unhealthy
134,3,129,Unhealthy
134,4,120,Unhealthy
134,5,53,Moderate
134,6,52,Moderate
134,7,120,Unhealthy
134,8,118,Unhealthy
134,9,68,Moderate
134,10,126,Unhealthy
134,11,63,Moderate
134,12,98,Moderate
134,13,105,Unhealthy
134,14,68,Moderate
134,15,119,Unhealthy
134,16,71,Moderate
134,17,67,Moderate
134,18,127,Unhealthy
134,19,107,Unhealthy
134,20,97,Moderate
134,21,129,Unhealthy
134,22,52,Moderate
134,23,60,Moderate
135,0,112,Unhealthy
135,1,92,Moderate
135,2,107,Unhealthy
135,3,85,Moderate
135,4,96,Moderate
135,5,58,Moderate
135,6,82,Moderate
135,7,81,Moderate
135,8,59,Moderate
135,9,103,Unhealthy
135,10,85,Moderate
135,11,102,Unhealthy
135,12,107,Unhealthy
135,13,109,Unhealthy
135,14,93,Moderate
135,15,96,Moderate
135,16,54,Moderate
135,17,127,Unhealthy
135,18,130,Unhealthy
135,19,67,Moderate
135,20,81,Moderate
135,21,80,Moderate
135,22,61,Moderate
135,23,99,Moderate
136,0,101,Unhealthy
136,1,99,Moderate
136,2,84,Moderate
136,3,126,Unhealthy
136,4,86,Moderate
136,5,121,Unhealthy
136,6,88,Moderate
136,7,106,Unhealthy
136,8,92,Moderate
136,9,54,Moderate
136,10,65,Moderate
136,11,85,Moderate
136,12,56,Moderate
136,13,84,Moderate
136,14,85,Moderate
136,15,117,Unhealthy
136,16,87,Moderate
136,17,83,Moderate
136,18,112,Unhealthy
136,19,92,Moderate
136,20,125,Unhealthy
136,21,108,Unhealthy
136,22,97,Moderate
136,23,125,Unhealthy
137,0,74,Moderate
137,1,105,Unhealthy
137,2,68,Moderate
137,3,90,Moderate
137,4,71,Moderate
137,5,115,Unhealthy
137,6,130,Unhealthy
137,7,124,Unhealthy
137,8,78,Moderate
137,9,53,Moderate
137,10,78,Moderate
137,11,101,Unhealthy
137,12,56,Moderate
137,13,116,Unhealthy
137,14,94,Moderate
137,15,123,Unhealthy
137,16,122,Unhealthy
137,17,67,Moderate
137,18,101,Unhealthy
137,19,116,Unhealthy
137,20,73,Moderate
137,21,58,Moderate
137,22,56,Moderate
137,23,66,Moderate
138,0,65,Moderate
138,1,67,Moderate
138,2,66,Moderate
138,3,50,Good
138,4,63,Moderate
138,5,54,Moderate
138,6,70,Moderate
138,7,98,Moderate
138,8,67,Moderate
138,9,95,Moderate
138,10,79,Moderate
138,11,78,Moderate
138,12,120,Unhealthy
138,13,78,Moderate
138,14,119,Unhealthy
138,15,61,Moderate
138,16,113,Unhealthy
138,17,104,Unhealthy
138,18,121,Unhealthy
138,19,96,Moderate
138,20,110,Unhealthy
138,21,74,Moderate
138,22,74,Moderate
138,23,111,Unhealthy
139,0,110,Unhealthy
139,1,100,Moderate
139,2,92,Moderate
139,3,110,Unhealthy
139,4,66,Moderate
139,5,85,Moderate
139,6,120,Unhealthy
139,7,103,Unhealthy
139,8,125,Unhealthy
139,9,116,Unhealthy
139,10,121,Unhealthy
139,11,88,Moderate
139,12,98,Moderate
139,13,57,Moderate
139,14,99,Moderate
139,15,96,Moderate
139,16,60,Moderate
139,17,59,Moderate
139,18,77,Moderate
139,19,56,Moderate
139,20,105,Unhealthy
139,21,130,Unhealthy
139,22,87,Moderate
139,23,57,Moderate
140,0,69,Moderate
140,1,90,Moderate
140,2,53,Moderate
140,3,84,Moderate
140,4,81,Moderate
140,5,87,Moderate
140,6,96,Moderate
140,7,90,Moderate
140,8,73,Moderate
140,9,65,Moderate
140,10,72,Moderate
140,11,121,Unhealthy
140,12,124,Unhealthy
140,13,118,Unhealthy
140,14,127,Unhealthy
140,15,96,Moderate
140,16,65,Moderate
140,17,103,Unhealthy
140,18,87,Moderate
140,19,111,Unhealthy
140,20,112,Unhealthy
140,21,99,Moderate
140,22,95,Moderate
140,23,79,Moderate
141,0,117,Unhealthy
141,1,68,Moderate
141,2,86,Moderate
141,3,82,Moderate
141,4,61,Moderate
141,5,78,Moderate
141,6,126,Unhealthy
141,7,106,Unhealthy
141,8,66,Moderate
141,9,121,Unhealthy
141,10,83,Moderate
141,11,130,Unhealthy
141,12,130,Unhealthy
141,13,106,Unhealthy
141,14,73,Moderate
141,15,80,Moderate
141,16,55,Moderate
141,17,95,Moderate
141,18,69,Moderate
141,19,103,Unhealthy
141,20,108,Unhealthy
141,21,127,Unhealthy
141,22,87,Moderate
141,23,66,Moderate
142,0,54,Moderate
142,1,89,Moderate
142,2,123,Unhealthy
142,3,52,Moderate
142,4,65,Moderate
142,5,70,Moderate
142,6,52,Moderate
142,7,95,Moderate
142,8,95,Moderate
142,9,108,Unhealthy
142,10,120,Unhealthy
142,11,116,Unhealthy
142,12,124,Unhealthy
142,13,50,Good
142,14,78,Moderate
142,15,66,Moderate
142,16,107,Unhealthy
142,17,58,Moderate
142,18,73,Moderate
142,19,123,Unhealthy
142,20,58,Moderate
142,21,61,Moderate
142,22,107,Unhealthy
142,23,118,Unhealthy
143,0,71,Moderate
143,1,101,Unhealthy
143,2,115,Unhealthy
143,3,115,Unhealthy
143,4,51,Moderate
143,5,101,Unhealthy
143,6,52,Moderate
143,7,108,Unhealthy
143,8,92,Moderate
143,9,87,Moderate
143,10,121,Unhealthy
143,11,113,Unhealthy
143,12,86,Moderate
143,13,57,Moderate
143,14,69,Moderate
143,15,67,Moderate
143,16,122,Unhealthy
143,17,87,Moderate
143,18,125,Unhealthy
143,19,114,Unhealthy
143,20,73,Moderate
143,21,124,Unhealthy
143,22,84,Moderate
143,23,64,Moderate
144,0,128,Unhealthy
144,1,95,Moderate
144,2,88,Moderate
144,3,107,Unhealthy
144,4,129,Unhealthy
144,5,75,Moderate
144,6,107,Unhealthy
144,7,76,Moderate
144,8,111,Unhealthy
144,9,121,Unhealthy
144,10,74,Moderate
144,11,87,Moderate
144,12,66,Moderate
144,13,95,Moderate
144,14,82,Moderate
144,15,98,Moderate
144,16,54,Moderate
144,17,103,Unhealthy
144,18,94,Moderate
144,19,70,Moderate
144,20,92,Moderate
144,21,99,Moderate
144,22,63,Moderate
144,23,101,Unhealthy
145,0,72,Moderate
145,1,101,Unhealthy
145,2,87,Moderate
145,3,62,Moderate
145,4,98,Moderate
145,5,108,Unhealthy
145,6,85,Moderate
145,7,123,Unhealthy
145,8,97,Moderate
145,9,93,Moderate
145,10,84,Moderate
145,11,51,Moderate
145,12,84,Moderate
145,13,124,Unhealthy
145,14,85,Moderate
145,15,66,Moderate
145,16,52,Moderate
145,17,71,Moderate
145,18,101,Unhealthy
145,19,116,Unhealthy
145,20,89,Moderate
145,21,59,Moderate
145,22,103,Unhealthy
145,23,82,Moderate
146,0,70,Moderate
146,1,64,Moderate
146,2,120,Unhealthy
146,3,112,Unhealthy
146,4,98,Moderate
146,5,103,Unhealthy
146,6,91,Moderate
146,7,91,Moderate
146,8,50,Good
146,9,103,Unhealthy
146,10,58,Moderate
146,11,107,Unhealthy
146,12,98,Moderate
146,13,120,Unhealthy
146,14,88,Moderate
146,15,119,Unhealthy
146,16,63,Moderate
146,17,99,Moderate
146,18,124,Unhealthy
146,19,74,Moderate
146,20,89,Moderate
146,21,63,Moderate
146,22,112,Unhealthy
146,23,102,Unhealthy
147,0,69,Moderate
147,1,91,Moderate
147,2,70,Moderate
147,3,66,Moderate
147,4,72,Moderate
147,5,121,Unhealthy
147,6,83,Moderate
147,7,78,Moderate
147,8,62,Moderate
147,9,117,Unhealthy
147,10,83,Moderate
147,11,113,Unhealthy
147,12,50,Good
147,13,107,Unhealthy
147,14,70,Moderate
147,15,108,Unhealthy
147,16,102,Unhealthy
147,17,90,Moderate
147,18,61,Moderate
147,19,70,Moderate
147,20,84,Moderate
147,21,50,Good
147,22,68,Moderate
147,23,66,Moderate
148,0,111,Unhealthy
148,1,52,Moderate
148,2,69,Moderate
148,3,128,Unhealthy
148,4,50,Good
148,5,88,Moderate
148,6,115,Unhealthy
148,7,90,Moderate
148,8,111,Unhealthy
148,9,78,Moderate
148,10,87,Moderate
148,11,127,Unhealthy
148,12,82,Moderate
148,13,97,Moderate
148,14,82,Moderate
148,15,65,Moderate
148,16,93,Moderate
148,17,103,Unhealthy
148,18,92,Moderate
148,19,121,Unhealthy
148,20,77,Moderate
148,21,50,Good
148,22,113,Unhealthy
148,23,80,Moderate
149,0,108,Unhealthy
149,1,57,Moderate
149,2,105,Unhealthy
149,3,115,Unhealthy
149,4,54,Moderate
149,5,117,Unhealthy
149,6,58,Moderate
149,7,61,Moderate
149,8,105,Unhealthy
149,9,64,Moderate
149,10,76,Moderate
149,11,105,Unhealthy
149,12,92,Moderate
149,13,98,Moderate
149,14,61,Moderate
149,15,109,Unhealthy
149,16,113,Unhealthy
149,17,114,Unhealthy
149,18,128,Unhealthy
149,19,101,Unhealthy
149,20,130,Unhealthy
149,21,74,Moderate
149,22,84,Moderate
149,23,117,Unhealthy
150,0,119,Unhealthy
150,1,130,Unhealthy
150,2,58,Moderate
150,3,99,Moderate
150,4,119,Unhealthy
150,5,89,Moderate
150,6,50,Good
150,7,53,Moderate
150,8,69,Moderate
150,9,127,Unhealthy
150,10,129,Unhealthy
150,11,100,Moderate
150,12,107,Unhealthy
